ID,Age,InfraredScanResults,VisualConditions,Pad,Loading,HealthIndex
3861,46,0.99,Serious Defects,Serious Defects,43.54,0.9
3862,16,0.01,Moderate Defects,Moderate Defects,37.03,3.4
3863,15,0.01,Minor Defects,Moderate Defects,43.06,4.3
3864,45,0.91,Serious Defects,Serious Defects,40.85,0.3
3865,18,0.01,Moderate Defects,Moderate Defects,19.42,3.9
3866,15,0.01,Minor Defects,Moderate Defects,26.3,4.1
3867,23,0.04,Moderate Defects,Significant Defects,47.52,3.5
3868,34,0.26,Significant Defects,Serious Defects,35.23,2.5
3869,42,0.67,Serious Defects,Serious Defects,53.35,1.2
3870,35,0.27,Significant Defects,Serious Defects,47.92,2.5
3871,15,0.01,Minor Defects,Moderate Defects,46.93,5
3872,15,0.01,Minor Defects,Moderate Defects,48.92,4.5
3873,45,0.86,Serious Defects,Serious Defects,45.71,1.1
3874,46,0.94,Serious Defects,Serious Defects,33.78,1
3875,15,0.01,Minor Defects,Moderate Defects,21.46,4.5
3876,43,0.7,Serious Defects,Serious Defects,19.21,1.9
3877,40,0.52,Serious Defects,Serious Defects,32.46,1.9
3878,45,0.91,Serious Defects,Serious Defects,21.26,0.4
3879,27,0.09,Moderate Defects,Significant Defects,28.45,3.6
3880,46,0.93,Serious Defects,Serious Defects,24.95,0.3
3881,15,0.01,Minor Defects,Moderate Defects,22.95,4.5
3882,35,0.28,Serious Defects,Serious Defects,45.52,2.3
3883,44,0.81,Serious Defects,Serious Defects,33.18,1.9
3884,16,0.01,Minor Defects,Moderate Defects,21.48,5
3885,32,0.18,Significant Defects,Significant Defects,29.76,2.4
3886,15,0.01,Minor Defects,Moderate Defects,25.39,4.1
3887,25,0.06,Moderate Defects,Significant Defects,33.35,3.5
3888,17,0.01,Moderate Defects,Moderate Defects,23.26,4
3889,24,0.05,Moderate Defects,Significant Defects,42.95,3.5
3890,46,1,Serious Defects,Serious Defects,48.05,0.2
3891,15,0.01,Minor Defects,Moderate Defects,29.38,4.7
3892,16,0.01,Minor Defects,Moderate Defects,51.55,5
3893,38,0.39,Serious Defects,Serious Defects,21.32,1.6
3894,15,0.01,Minor Defects,Moderate Defects,54.43,4.6
3895,46,0.93,Serious Defects,Serious Defects,47.02,0.4
3896,35,0.27,Significant Defects,Serious Defects,18.36,2.7
3897,33,0.2,Significant Defects,Significant Defects,46.85,2.2
3898,36,0.32,Significant Defects,Serious Defects,51.57,3
3899,46,0.92,Serious Defects,Serious Defects,20.23,0.5
3900,20,0.02,Moderate Defects,Moderate Defects,42.23,3.6
3901,15,0.01,Minor Defects,Moderate Defects,36.31,5
3902,27,0.09,Moderate Defects,Significant Defects,48.44,3.6
3903,23,0.04,Moderate Defects,Significant Defects,50.21,4
3904,32,0.18,Significant Defects,Serious Defects,46.42,2.1
3905,17,0.01,Moderate Defects,Moderate Defects,36.06,3.7
3906,46,0.98,Serious Defects,Serious Defects,54.13,0.9
3907,40,0.54,Serious Defects,Serious Defects,26.99,1.8
3908,25,0.06,Significant Defects,Significant Defects,47.89,3.4
3909,37,0.36,Serious Defects,Serious Defects,23.8,2.7
3910,46,0.96,Serious Defects,Serious Defects,34.24,0.1
3911,45,0.89,Serious Defects,Serious Defects,43.24,0.4
3912,46,1,Serious Defects,Serious Defects,31.83,0.8
3913,33,0.22,Significant Defects,Serious Defects,34.32,2.8
3914,39,0.46,Serious Defects,Serious Defects,31.54,2
3915,29,0.12,Significant Defects,Significant Defects,42.42,3.9
3916,15,0.01,Minor Defects,Moderate Defects,33.56,4.3
3917,39,0.47,Serious Defects,Serious Defects,18.8,2
3918,16,0.01,Minor Defects,Moderate Defects,20.21,4.1
3919,45,0.89,Serious Defects,Serious Defects,44.04,0.6
3920,32,0.19,Significant Defects,Significant Defects,25.2,2.5
3921,46,0.96,Serious Defects,Serious Defects,34.14,0.7
3922,16,0.01,Minor Defects,Moderate Defects,40.28,4.8
3923,46,0.91,Serious Defects,Serious Defects,55.36,0.6
3924,17,0.01,Moderate Defects,Moderate Defects,34.42,3.4
3925,44,0.77,Serious Defects,Serious Defects,29.39,1.9
3926,20,0.02,Moderate Defects,Moderate Defects,46.11,3.5
3927,39,0.45,Serious Defects,Serious Defects,51.19,2
3928,16,0.01,Minor Defects,Moderate Defects,44.1,4.9
3929,36,0.31,Significant Defects,Serious Defects,50.81,2.5
3930,32,0.19,Significant Defects,Serious Defects,19.72,2.8
3931,29,0.13,Significant Defects,Significant Defects,51.94,2.3
3932,20,0.02,Moderate Defects,Moderate Defects,36.36,4
3933,16,0.01,Minor Defects,Moderate Defects,47.67,4.3
3934,45,0.89,Serious Defects,Serious Defects,53.24,0.9
3935,28,0.11,Significant Defects,Significant Defects,24.18,3.1
3936,15,0.01,Minor Defects,Moderate Defects,18.46,4.4
3937,46,0.94,Serious Defects,Serious Defects,44.64,0.6
3938,22,0.04,Moderate Defects,Moderate Defects,41.19,3.7
3939,38,0.4,Serious Defects,Serious Defects,26.53,1.2
3940,41,0.58,Serious Defects,Serious Defects,26.04,1.6
3941,15,0.01,Minor Defects,Moderate Defects,21.58,4.3
3942,39,0.47,Significant Defects,Serious Defects,31.99,3
3943,44,0.76,Serious Defects,Serious Defects,33.23,1.7
3944,46,0.91,Serious Defects,Serious Defects,47.2,0.7
3945,15,0.01,Minor Defects,Moderate Defects,40.7,4.8
3946,31,0.17,Significant Defects,Significant Defects,25.39,2.9
3947,34,0.24,Significant Defects,Serious Defects,31.59,2.5
3948,36,0.32,Significant Defects,Serious Defects,43.61,2.6
3949,15,0.01,Minor Defects,Moderate Defects,20.23,4.7
3950,43,0.69,Serious Defects,Serious Defects,19.41,1.2
3951,40,0.5,Serious Defects,Serious Defects,55.44,1.5
3952,45,0.9,Serious Defects,Serious Defects,30.39,0.6
3953,30,0.14,Significant Defects,Significant Defects,32.24,2.1
3954,16,0.01,Minor Defects,Moderate Defects,18.38,4.8
3955,16,0.01,Minor Defects,Moderate Defects,45.35,4.7
3956,30,0.14,Significant Defects,Significant Defects,47.8,2.2
3957,20,0.02,Moderate Defects,Moderate Defects,51.27,3.6
3958,40,0.53,Serious Defects,Serious Defects,55.84,1.1
3959,36,0.31,Serious Defects,Serious Defects,20.84,2.5
3960,38,0.39,Significant Defects,Serious Defects,32.45,2.4
3961,34,0.24,Significant Defects,Serious Defects,37.8,2.2
3962,27,0.09,Significant Defects,Significant Defects,36.68,3.6
3963,42,0.61,Serious Defects,Serious Defects,45.71,1.2
3964,42,0.65,Serious Defects,Serious Defects,33.09,1.1
3965,46,0.95,Serious Defects,Serious Defects,45.13,0.2
3966,45,0.85,Serious Defects,Serious Defects,50.1,1.1
3967,39,0.43,Serious Defects,Serious Defects,31.07,1.2
3968,35,0.28,Significant Defects,Serious Defects,24.12,2.7
3969,46,0.94,Serious Defects,Serious Defects,18.42,0.9
3970,36,0.33,Significant Defects,Serious Defects,19.22,3
3971,30,0.14,Significant Defects,Significant Defects,45.21,2.2
3972,16,0.01,Minor Defects,Moderate Defects,55.68,4.1
3973,36,0.33,Serious Defects,Serious Defects,22.17,2.8
3974,26,0.08,Moderate Defects,Significant Defects,40.4,3.5
3975,42,0.67,Serious Defects,Serious Defects,20.43,1.3
3976,28,0.11,Significant Defects,Significant Defects,51.86,3.7
3977,15,0.01,Minor Defects,Moderate Defects,37.67,4.3
3978,15,0.01,Minor Defects,Moderate Defects,32.67,4.4
3979,35,0.29,Serious Defects,Serious Defects,38.37,2.1
3980,23,0.04,Moderate Defects,Moderate Defects,38.65,3.7
3981,39,0.45,Serious Defects,Serious Defects,40.23,1.6
3982,30,0.15,Significant Defects,Serious Defects,29.06,2.6
3983,22,0.04,Moderate Defects,Moderate Defects,44.5,3.7
3984,32,0.18,Significant Defects,Serious Defects,23.61,3
3985,16,0.01,Minor Defects,Moderate Defects,38.97,4.8
3986,27,0.09,Significant Defects,Significant Defects,38.97,3.6
3987,15,0.01,Minor Defects,Moderate Defects,23.54,4.7
3988,15,0.01,Minor Defects,Moderate Defects,20.01,4.9
3989,30,0.15,Significant Defects,Significant Defects,47.23,2.1
3990,15,0.01,Minor Defects,Moderate Defects,42.98,4.9
3991,35,0.28,Significant Defects,Serious Defects,23.73,3
3992,27,0.08,Significant Defects,Significant Defects,47.51,3.2
3993,23,0.04,Moderate Defects,Significant Defects,19.78,3.8
3994,20,0.02,Moderate Defects,Moderate Defects,42.08,3.2
3995,44,0.82,Serious Defects,Serious Defects,39.77,1.9
3996,33,0.21,Significant Defects,Significant Defects,24.58,2.1
3997,15,0.01,Minor Defects,Moderate Defects,22.31,4.2
3998,44,0.8,Serious Defects,Serious Defects,19.07,1.5
3999,46,0.93,Serious Defects,Serious Defects,27.38,0.1
4000,15,0.01,Minor Defects,Moderate Defects,49.6,4.9
4001,34,0.25,Significant Defects,Serious Defects,52.94,2.8
4002,42,0.61,Serious Defects,Serious Defects,22.46,1.7
4003,25,0.06,Moderate Defects,Significant Defects,20.55,3.9
4004,29,0.11,Significant Defects,Significant Defects,47.4,3.9
4005,44,0.76,Serious Defects,Serious Defects,33.11,1.1
4006,40,0.5,Serious Defects,Serious Defects,32.52,1.9
4007,45,0.88,Serious Defects,Serious Defects,38.44,0.8
4008,25,0.06,Significant Defects,Significant Defects,42.83,3.6
4009,38,0.42,Serious Defects,Serious Defects,55.01,1.2
4010,19,0.02,Moderate Defects,Moderate Defects,46.45,3.6
4011,15,0.01,Minor Defects,Moderate Defects,31.86,4.4
4012,18,0.01,Moderate Defects,Moderate Defects,29.22,3.4
4013,34,0.25,Significant Defects,Serious Defects,20.92,2.1
4014,45,0.88,Serious Defects,Serious Defects,37.36,0.9
4015,38,0.41,Serious Defects,Serious Defects,36.92,1.3
4016,40,0.49,Serious Defects,Serious Defects,44.94,1.2
4017,37,0.35,Serious Defects,Serious Defects,51.86,2.4
4018,35,0.3,Significant Defects,Serious Defects,35.45,3
4019,23,0.04,Moderate Defects,Significant Defects,31.47,3.4
4020,15,0.01,Minor Defects,Moderate Defects,47.16,5
4021,28,0.1,Significant Defects,Significant Defects,33.45,3.6
4022,22,0.03,Moderate Defects,Moderate Defects,44.31,4
4023,44,0.75,Serious Defects,Serious Defects,48.74,1.6
4024,38,0.41,Serious Defects,Serious Defects,23.09,1.2
4025,31,0.17,Significant Defects,Serious Defects,32,2.4
4026,21,0.03,Moderate Defects,Moderate Defects,55.1,3.9
4027,39,0.46,Serious Defects,Serious Defects,45.89,1.9
4028,36,0.32,Serious Defects,Serious Defects,51.49,3
4029,46,0.92,Serious Defects,Serious Defects,33.42,1
4030,24,0.05,Moderate Defects,Significant Defects,30.67,3.4
4031,45,0.89,Serious Defects,Serious Defects,30.92,0.9
4032,15,0.01,Minor Defects,Moderate Defects,18.31,5
4033,42,0.64,Serious Defects,Serious Defects,54.22,1.3
4034,15,0.01,Minor Defects,Moderate Defects,53.71,4.8
4035,35,0.29,Significant Defects,Serious Defects,24.22,2.8
4036,45,0.89,Serious Defects,Serious Defects,18.55,0.8
4037,45,0.88,Serious Defects,Serious Defects,21.79,0.2
4038,30,0.14,Significant Defects,Significant Defects,39.07,2.3
4039,44,0.81,Serious Defects,Serious Defects,37.54,1.6
4040,35,0.27,Significant Defects,Serious Defects,51.13,2.3
4041,22,0.03,Moderate Defects,Moderate Defects,43.97,3.2
4042,46,0.93,Serious Defects,Serious Defects,56,0.7
4043,42,0.66,Serious Defects,Serious Defects,28.37,1.4
4044,15,0.01,Minor Defects,Moderate Defects,19.64,4.2
4045,15,0.01,Minor Defects,Moderate Defects,40.35,5
4046,33,0.21,Significant Defects,Serious Defects,40.38,2.4
4047,15,0.01,Minor Defects,Moderate Defects,33.23,4.5
4048,16,0.01,Minor Defects,Moderate Defects,34.72,4.1
4049,20,0.02,Moderate Defects,Moderate Defects,43.26,3.7
4050,41,0.56,Serious Defects,Serious Defects,53.21,1.7
4051,35,0.28,Serious Defects,Serious Defects,34.81,2.3
4052,37,0.38,Serious Defects,Serious Defects,33.41,1.9
4053,15,0.01,Minor Defects,Moderate Defects,30.6,4.3
4054,40,0.53,Serious Defects,Serious Defects,45.77,1.2
4055,22,0.03,Moderate Defects,Significant Defects,29.38,3.9
4056,27,0.09,Significant Defects,Significant Defects,19.45,3.7
4057,36,0.33,Significant Defects,Serious Defects,34.78,2.8
4058,16,0.01,Minor Defects,Moderate Defects,52.91,4.1
4059,35,0.29,Significant Defects,Serious Defects,35.21,2.2
4060,37,0.35,Significant Defects,Serious Defects,54.37,2.6
4061,15,0.01,Minor Defects,Moderate Defects,28.98,4.7
4062,22,0.03,Moderate Defects,Moderate Defects,30.45,3.3
4063,35,0.28,Significant Defects,Serious Defects,44.98,2.1
4064,27,0.09,Moderate Defects,Significant Defects,24.97,3.7
4065,40,0.5,Serious Defects,Serious Defects,40.75,1.7
4066,38,0.42,Serious Defects,Serious Defects,38.87,1.7
4067,42,0.62,Serious Defects,Serious Defects,35.47,1.8
4068,16,0.01,Minor Defects,Moderate Defects,52.05,4.4
4069,45,0.84,Serious Defects,Serious Defects,36.96,1.8
4070,45,0.86,Serious Defects,Serious Defects,26.38,1.2
4071,19,0.02,Moderate Defects,Moderate Defects,47.67,3.1
4072,15,0.01,Minor Defects,Moderate Defects,45.48,4.5
4073,34,0.25,Significant Defects,Serious Defects,34.72,3
4074,15,0.01,Minor Defects,Moderate Defects,39.74,4.4
4075,29,0.11,Significant Defects,Significant Defects,20.9,3.7
4076,38,0.41,Serious Defects,Serious Defects,54.55,1.9
4077,36,0.33,Significant Defects,Serious Defects,46.44,2.9
4078,19,0.02,Moderate Defects,Moderate Defects,40.03,3.5
4079,21,0.03,Moderate Defects,Moderate Defects,47.33,4
4080,29,0.11,Significant Defects,Significant Defects,38.49,3.6
4081,45,0.88,Serious Defects,Serious Defects,43.02,0.8
4082,45,0.91,Serious Defects,Serious Defects,41.99,0.5
4083,28,0.11,Significant Defects,Significant Defects,20.61,3.4
4084,45,0.9,Serious Defects,Serious Defects,50.85,1
4085,15,0.01,Minor Defects,Moderate Defects,27.66,4.5
4086,43,0.69,Serious Defects,Serious Defects,19.86,1.6
4087,29,0.12,Significant Defects,Significant Defects,21.53,3.8
4088,33,0.22,Significant Defects,Serious Defects,55.67,2.1
4089,16,0.01,Minor Defects,Moderate Defects,40.11,4.5
4090,45,0.91,Serious Defects,Serious Defects,40.67,0.8
4091,15,0.01,Minor Defects,Moderate Defects,47.65,4.7
4092,16,0.01,Minor Defects,Moderate Defects,48.64,4.5
4093,15,0.01,Minor Defects,Moderate Defects,46.92,4.6
4094,44,0.79,Serious Defects,Serious Defects,27.7,1.6
4095,45,0.91,Serious Defects,Serious Defects,40.2,0.3
4096,15,0.01,Minor Defects,Moderate Defects,55.95,4.5
4097,45,0.88,Serious Defects,Serious Defects,45.21,0.6
4098,15,0.01,Minor Defects,Moderate Defects,21.82,4.5
4099,15,0.01,Minor Defects,Moderate Defects,29.03,4.6
4100,25,0.06,Moderate Defects,Significant Defects,45.25,3.9
4101,16,0.01,Minor Defects,Moderate Defects,41.29,4.8
4102,46,0.93,Serious Defects,Serious Defects,46.77,0.6
4103,22,0.03,Moderate Defects,Moderate Defects,38.81,3.4
4104,15,0.01,Minor Defects,Moderate Defects,50.34,4.4
4105,15,0.01,Minor Defects,Moderate Defects,36.59,4.3
4106,15,0.01,Moderate Defects,Moderate Defects,26.07,3.4
4107,15,0.01,Minor Defects,Moderate Defects,36.94,4.8
4108,43,0.7,Serious Defects,Serious Defects,25.38,1.1
4109,26,0.07,Moderate Defects,Significant Defects,24.51,3.7
4110,24,0.05,Moderate Defects,Significant Defects,27.33,3.7
4111,34,0.26,Significant Defects,Serious Defects,20.74,2.6
4112,34,0.24,Significant Defects,Serious Defects,21.52,2.5
4113,15,0.01,Minor Defects,Moderate Defects,23.5,5
4114,20,0.02,Moderate Defects,Moderate Defects,24.86,3.6
4115,45,0.91,Serious Defects,Serious Defects,30.75,0.1
4116,17,0.01,Moderate Defects,Moderate Defects,33.89,4
4117,34,0.24,Significant Defects,Serious Defects,41.34,2.9
4118,45,0.88,Serious Defects,Serious Defects,47.98,0.4
4119,42,0.62,Serious Defects,Serious Defects,41.58,1.2
4120,44,0.76,Serious Defects,Serious Defects,38.01,1.4
4121,35,0.3,Significant Defects,Serious Defects,38.95,2.2
4122,16,0.01,Minor Defects,Moderate Defects,50.62,4.5
4123,45,0.89,Serious Defects,Serious Defects,52.66,0.5
4124,16,0.01,Moderate Defects,Moderate Defects,43.55,3.7
4125,46,1,Serious Defects,Serious Defects,21.94,0.2
4126,42,0.65,Serious Defects,Serious Defects,34.14,1.7
4127,45,0.91,Serious Defects,Serious Defects,45.36,0.3
4128,24,0.05,Moderate Defects,Significant Defects,37.76,4
4129,46,1,Serious Defects,Serious Defects,42.59,0.2
4130,30,0.14,Significant Defects,Significant Defects,32.31,2.8
4131,39,0.47,Significant Defects,Serious Defects,31.24,2.7
4132,15,0.01,Minor Defects,Moderate Defects,35.44,4.8
4133,16,0.01,Minor Defects,Moderate Defects,53.03,4.6
4134,42,0.61,Serious Defects,Serious Defects,34.83,1.4
4135,46,0.97,Serious Defects,Serious Defects,37.67,0.9
4136,44,0.76,Serious Defects,Serious Defects,43.47,1.6
4137,16,0.01,Minor Defects,Moderate Defects,24.1,4.1
4138,46,0.96,Serious Defects,Serious Defects,52.1,0.2
4139,29,0.11,Significant Defects,Significant Defects,27.28,3.2
4140,46,0.95,Serious Defects,Serious Defects,42.85,0.9
4141,46,0.97,Serious Defects,Serious Defects,42.68,0.3
4142,43,0.68,Serious Defects,Serious Defects,26.18,1.4
4143,15,0.01,Minor Defects,Moderate Defects,32.69,4.3
4144,46,0.91,Serious Defects,Serious Defects,51.48,0.9
4145,42,0.63,Serious Defects,Serious Defects,33.67,1.5
4146,22,0.04,Moderate Defects,Moderate Defects,28.96,3.9
4147,37,0.34,Significant Defects,Serious Defects,45,2.2
4148,44,0.77,Serious Defects,Serious Defects,52.07,1.6
4149,42,0.61,Serious Defects,Serious Defects,34.11,1.3
4150,41,0.6,Serious Defects,Serious Defects,27.84,1.2
4151,16,0.01,Minor Defects,Moderate Defects,39.45,4.6
4152,40,0.5,Serious Defects,Serious Defects,55.2,1.1
4153,15,0.01,Minor Defects,Moderate Defects,19.08,4.9
4154,43,0.73,Serious Defects,Serious Defects,26.17,1.6
4155,31,0.16,Significant Defects,Significant Defects,18.2,2.9
4156,45,0.91,Serious Defects,Serious Defects,31.61,0.9
4157,17,0.01,Moderate Defects,Moderate Defects,47.68,3.1
4158,16,0.01,Minor Defects,Moderate Defects,52.73,4.3
4159,34,0.25,Significant Defects,Serious Defects,23.43,2.9
4160,36,0.32,Serious Defects,Serious Defects,26.91,2.5
4161,38,0.39,Serious Defects,Serious Defects,49.86,1.8
4162,46,0.92,Serious Defects,Serious Defects,24.5,1
4163,16,0.01,Minor Defects,Moderate Defects,32.96,4.9
4164,32,0.2,Significant Defects,Serious Defects,46.93,2.3
4165,36,0.34,Significant Defects,Serious Defects,33.8,2.7
4166,46,0.94,Serious Defects,Serious Defects,21.77,0.1
4167,46,0.94,Serious Defects,Serious Defects,39.1,1
4168,34,0.25,Significant Defects,Serious Defects,49.71,2.9
4169,45,0.9,Serious Defects,Serious Defects,19.04,0.2
4170,15,0.01,Minor Defects,Moderate Defects,30.54,4.7
4171,24,0.05,Moderate Defects,Significant Defects,46.89,3.7
4172,40,0.5,Serious Defects,Serious Defects,40.56,1.6
4173,15,0.01,Minor Defects,Moderate Defects,28.69,4.9
4174,16,0.01,Minor Defects,Moderate Defects,23.59,4.1
4175,42,0.64,Serious Defects,Serious Defects,20.16,2
4176,45,0.89,Serious Defects,Serious Defects,46.03,0.3
4177,15,0.01,Minor Defects,Moderate Defects,26.06,4.7
4178,41,0.58,Serious Defects,Serious Defects,31.01,1.2
4179,46,0.91,Serious Defects,Serious Defects,43.24,0.6
4180,46,0.91,Serious Defects,Serious Defects,43.42,0.2
4181,46,0.99,Serious Defects,Serious Defects,53.31,0.8
4182,15,0.01,Minor Defects,Moderate Defects,28.99,4.1
4183,18,0.01,Moderate Defects,Moderate Defects,31.49,3.3
4184,41,0.6,Serious Defects,Serious Defects,40.13,2
4185,16,0.01,Minor Defects,Moderate Defects,36.32,4.8
4186,42,0.66,Serious Defects,Serious Defects,37.49,1.6
4187,46,0.91,Serious Defects,Serious Defects,54.95,0.2
4188,31,0.16,Significant Defects,Significant Defects,24.81,2.3
4189,46,0.93,Serious Defects,Serious Defects,38.4,0.1
4190,38,0.42,Serious Defects,Serious Defects,41.07,1.1
4191,39,0.44,Serious Defects,Serious Defects,49.75,1.9
4192,46,1,Serious Defects,Serious Defects,30.85,0.5
4193,17,0.01,Moderate Defects,Moderate Defects,24.54,3.8
4194,16,0.01,Minor Defects,Moderate Defects,39.06,4.5
4195,15,0.01,Minor Defects,Moderate Defects,28.33,4.1
4196,31,0.16,Significant Defects,Significant Defects,50.98,2.6
4197,46,0.99,Serious Defects,Serious Defects,47.71,0.4
4198,45,0.91,Serious Defects,Serious Defects,23.59,0.4
4199,27,0.08,Significant Defects,Significant Defects,45.77,3.6
4200,35,0.28,Significant Defects,Serious Defects,42.67,2.3
4201,33,0.23,Significant Defects,Serious Defects,50.42,2.6
4202,15,0.01,Minor Defects,Moderate Defects,39.7,5
4203,34,0.24,Significant Defects,Serious Defects,44.53,2.7
